Date,Franchise,City,Product,Sales,Profit
01-May-26,M1,Mumbai,Caffe Mocha,117,-12
01-Jun-26,M1,Mumbai,Caffe Mocha,66,-205
01-Jul-26,M1,Mumbai,Caffe Mocha,223,96
01-Aug-26,M1,Mumbai,Caffe Mocha,298,26
01-Sep-26,M1,Mumbai,Caffe Mocha,43,10
01-Oct-26,M1,Mumbai,Caffe Mocha,115,43
01-Nov-26,M1,Mumbai,Caffe Mocha,151,39
01-Dec-26,M1,Mumbai,Caffe Mocha,150,0
01-Jan-21,M2,Mumbai,Caffe Mocha,107,-6
01-Feb-21,M2,Mumbai,Caffe Mocha,133,45
01-Mar-21,M2,Mumbai,Caffe Mocha,107,-6
01-Apr-21,M2,Mumbai,Caffe Mocha,53,16
01-May-21,M2,Mumbai,Caffe Mocha,47,11
01-Jun-21,M2,Mumbai,Caffe Mocha,129,28
01-Jul-21,M2,Mumbai,Caffe Mocha,119,37
01-Aug-21,M2,Mumbai,Caffe Mocha,127,15
01-Sep-21,M2,Mumbai,Caffe Mocha,210,88
01-Oct-21,M2,Mumbai,Caffe Mocha,612,230
01-Nov-21,M2,Mumbai,Caffe Mocha,298,84
01-Dec-21,M2,Mumbai,Caffe Mocha,221,17
01-Jan-22,M2,Mumbai,Caffe Mocha,114,-16
01-Feb-22,M2,Mumbai,Caffe Mocha,69,-195
01-Mar-22,M2,Mumbai,Caffe Mocha,256,112
01-Apr-22,M2,Mumbai,Caffe Mocha,289,25
01-May-22,M2,Mumbai,Caffe Mocha,49,12
01-Jun-22,M2,Mumbai,Caffe Mocha,109,41
01-Jul-22,M2,Mumbai,Caffe Mocha,170,47
01-Aug-22,M2,Mumbai,Caffe Mocha,154,3
01-Sep-22,M2,Mumbai,Caffe Mocha,104,-7
01-Oct-22,M2,Mumbai,Caffe Mocha,130,44
01-Nov-22,M2,Mumbai,Caffe Mocha,104,-7
01-Dec-22,M2,Mumbai,Caffe Mocha,49,13
01-Jan-23,M2,Mumbai,Caffe Mocha,49,13
01-Feb-23,M2,Mumbai,Caffe Mocha,123,27
01-Mar-23,M2,Mumbai,Caffe Mocha,111,36
01-Apr-23,M2,Mumbai,Caffe Mocha,130,16
01-May-23,M2,Mumbai,Caffe Mocha,230,99
01-Jun-23,M2,Mumbai,Caffe Mocha,634,241
01-Jul-23,M2,Mumbai,Caffe Mocha,298,83
01-Aug-23,M2,Mumbai,Caffe Mocha,264,25
01-Sep-23,M2,Mumbai,Caffe Mocha,111,-3
01-Oct-23,M2,Mumbai,Caffe Mocha,72,-236
01-Nov-23,M2,Mumbai,Caffe Mocha,276,120
01-Dec-23,M2,Mumbai,Caffe Mocha,345,36
01-Jan-24,M2,Mumbai,Caffe Mocha,53,15
01-Feb-24,M2,Mumbai,Caffe Mocha,92,33
01-Mar-24,M2,Mumbai,Caffe Mocha,177,50
01-Apr-24,M2,Mumbai,Caffe Mocha,128,-2
01-May-24,M2,Mumbai,Caffe Mocha,125,-4
01-Jun-24,M2,Mumbai,Caffe Mocha,125,41
01-Jul-24,M2,Mumbai,Caffe Mocha,125,-3
01-Aug-24,M2,Mumbai,Caffe Mocha,44,10
01-Sep-24,M2,Mumbai,Caffe Mocha,58,18
01-Oct-24,M2,Mumbai,Caffe Mocha,118,24
01-Nov-24,M2,Mumbai,Caffe Mocha,111,35
01-Dec-24,M2,Mumbai,Caffe Mocha,133,18
01-Jan-25,M2,Mumbai,Caffe Mocha,230,98
01-Feb-25,M2,Mumbai,Caffe Mocha,678,259
01-Mar-25,M2,Mumbai,Caffe Mocha,291,81
01-Apr-25,M2,Mumbai,Caffe Mocha,297,32
01-May-25,M2,Mumbai,Caffe Mocha,111,7
01-Jun-25,M2,Mumbai,Caffe Mocha,77,-266
01-Jul-25,M2,Mumbai,Caffe Mocha,256,112
01-Aug-25,M2,Mumbai,Caffe Mocha,387,45
01-Sep-25,M2,Mumbai,Caffe Mocha,49,13
01-Oct-25,M2,Mumbai,Caffe Mocha,87,32
01-Nov-25,M2,Mumbai,Caffe Mocha,189,56
01-Dec-25,M2,Mumbai,Caffe Mocha,113,-5
01-Jan-26,M2,Mumbai,Caffe Mocha,141,-1
01-Feb-26,M2,Mumbai,Caffe Mocha,104,30
01-Mar-26,M2,Mumbai,Caffe Mocha,141,-1
01-Apr-26,M2,Mumbai,Caffe Mocha,44,9
01-May-26,M2,Mumbai,Caffe Mocha,61,17
01-Jun-26,M2,Mumbai,Caffe Mocha,110,20
01-Jul-26,M2,Mumbai,Caffe Mocha,106,32
01-Aug-26,M2,Mumbai,Caffe Mocha,133,18
01-Sep-26,M2,Mumbai,Caffe Mocha,245,105
01-Oct-26,M2,Mumbai,Caffe Mocha,687,262
01-Nov-26,M2,Mumbai,Caffe Mocha,291,81
01-Dec-26,M2,Mumbai,Caffe Mocha,317,35
01-Jan-21,M3,Mumbai,Caffe Mocha,105,6
01-Feb-21,M3,Mumbai,Caffe Mocha,78,-284
01-Mar-21,M3,Mumbai,Caffe Mocha,301,133
01-Apr-21,M3,Mumbai,Caffe Mocha,412,50
01-May-21,M3,Mumbai,Caffe Mocha,58,18
01-Jun-21,M3,Mumbai,Caffe Mocha,83,29
01-Jul-21,M3,Mumbai,Caffe Mocha,226,70
01-Aug-21,M3,Mumbai,Caffe Mocha,105,-8
01-Sep-21,M3,Mumbai,Caffe Mocha,151,1
01-Oct-21,M3,Mumbai,Caffe Mocha,126,41
01-Nov-21,M3,Mumbai,Caffe Mocha,151,2
01-Dec-21,M3,Mumbai,Caffe Mocha,41,10
01-Jan-22,M3,Mumbai,Caffe Mocha,63,19
01-Feb-22,M3,Mumbai,Caffe Mocha,108,19
01-Mar-22,M3,Mumbai,Caffe Mocha,176,62
01-Apr-22,M3,Mumbai,Caffe Mocha,140,20
01-May-22,M3,Mumbai,Caffe Mocha,199,84
01-Jun-22,M3,Mumbai,Caffe Mocha,589,220
01-Jul-22,M3,Mumbai,Caffe Mocha,310,87
01-Aug-22,M3,Mumbai,Caffe Mocha,223,17
01-Sep-22,M3,Mumbai,Caffe Mocha,98,-31
01-Oct-22,M3,Mumbai,Caffe Mocha,68,-197
01-Nov-22,M3,Mumbai,Caffe Mocha,302,134
01-Dec-22,M3,Mumbai,Caffe Mocha,290,26
01-Jan-23,M3,Mumbai,Caffe Mocha,58,18
01-Feb-23,M3,Mumbai,Caffe Mocha,108,41
01-Mar-23,M3,Mumbai,Caffe Mocha,182,53
01-Apr-23,M3,Mumbai,Caffe Mocha,149,2
01-May-23,M3,Mumbai,Caffe Mocha,106,-7
01-Jun-23,M3,Mumbai,Caffe Mocha,151,53
01-Jul-23,M3,Mumbai,Caffe Mocha,106,-8
01-Aug-23,M3,Mumbai,Caffe Mocha,50,13
01-Sep-23,M3,Mumbai,Caffe Mocha,48,12
01-Oct-23,M3,Mumbai,Caffe Mocha,125,28
01-Nov-23,M3,Mumbai,Caffe Mocha,159,56
01-Dec-23,M3,Mumbai,Caffe Mocha,149,23
01-Jan-24,M3,Mumbai,Caffe Mocha,187,79
01-Feb-24,M3,Mumbai,Caffe Mocha,598,224
01-Mar-24,M3,Mumbai,Caffe Mocha,322,92
01-Apr-24,M3,Mumbai,Caffe Mocha,230,18
01-May-24,M3,Mumbai,Caffe Mocha,116,-11
01-Jun-24,M3,Mumbai,Caffe Mocha,69,-202
01-Jul-24,M3,Mumbai,Caffe Mocha,302,133
01-Aug-24,M3,Mumbai,Caffe Mocha,298,27
01-Sep-24,M3,Mumbai,Caffe Mocha,58,18
01-Oct-24,M3,Mumbai,Caffe Mocha,99,36
01-Nov-24,M3,Mumbai,Caffe Mocha,174,48
01-Dec-24,M3,Mumbai,Caffe Mocha,144,1
01-Jan-25,M3,Mumbai,Caffe Mocha,109,-7
01-Feb-25,M3,Mumbai,Caffe Mocha,159,58
01-Mar-25,M3,Mumbai,Caffe Mocha,109,-6
01-Apr-25,M3,Mumbai,Caffe Mocha,53,15
01-May-25,M3,Mumbai,Caffe Mocha,52,14
01-Jun-25,M3,Mumbai,Caffe Mocha,123,27
01-Jul-25,M3,Mumbai,Caffe Mocha,236,87
01-Aug-25,M3,Mumbai,Caffe Mocha,126,16
01-Sep-25,M3,Mumbai,Caffe Mocha,123,48
01-Oct-25,M3,Mumbai,Caffe Mocha,532,196
01-Nov-25,M3,Mumbai,Caffe Mocha,363,107
01-Dec-25,M3,Mumbai,Caffe Mocha,224,15
01-Jan-26,M3,Mumbai,Caffe Mocha,120,-8
01-Feb-26,M3,Mumbai,Caffe Mocha,61,-202
01-Mar-26,M3,Mumbai,Caffe Mocha,290,127
01-Apr-26,M3,Mumbai,Caffe Mocha,289,26
01-May-26,M3,Mumbai,Caffe Mocha,56,16
01-Jun-26,M3,Mumbai,Caffe Mocha,132,51
01-Jul-26,M3,Mumbai,Caffe Mocha,164,45
01-Aug-26,M3,Mumbai,Caffe Mocha,147,2
01-Sep-26,M3,Mumbai,Caffe Mocha,106,-8
01-Oct-26,M3,Mumbai,Caffe Mocha,141,49
01-Nov-26,M3,Mumbai,Caffe Mocha,106,-7
01-Dec-26,M3,Mumbai,Caffe Mocha,80,29
01-Jan-21,B1,Banglore,Caffe Mocha,39,9
01-Feb-21,B1,Banglore,Caffe Mocha,138,33
01-Mar-21,B1,Banglore,Caffe Mocha,231,85
01-Apr-21,B1,Banglore,Caffe Mocha,121,13
01-May-21,B1,Banglore,Caffe Mocha,133,53
01-Jun-21,B1,Banglore,Caffe Mocha,576,216
01-Jul-21,B1,Banglore,Caffe Mocha,306,87
01-Aug-21,B1,Banglore,Caffe Mocha,250,21
01-Sep-21,B1,Banglore,Caffe Mocha,99,-20
01-Oct-21,B1,Banglore,Caffe Mocha,66,-224
01-Nov-21,B1,Banglore,Caffe Mocha,302,133
01-Dec-21,B1,Banglore,Caffe Mocha,322,31
01-Jan-22,B1,Banglore,Caffe Mocha,58,17
01-Feb-22,B1,Banglore,Caffe Mocha,123,48
01-Mar-22,B1,Banglore,Caffe Mocha,176,50
01-Apr-22,B1,Banglore,Caffe Mocha,131,-2
01-May-22,B1,Banglore,Caffe Mocha,118,-4
01-Jun-22,B1,Banglore,Caffe Mocha,107,31
01-Jul-22,B1,Banglore,Caffe Mocha,118,-5
01-Aug-22,B1,Banglore,Caffe Mocha,73,24
01-Sep-22,B1,Banglore,Caffe Mocha,41,10
01-Oct-22,B1,Banglore,Caffe Mocha,127,28
01-Nov-22,B1,Banglore,Caffe Mocha,214,77
01-Dec-22,B1,Banglore,Caffe Mocha,145,23
01-Jan-23,B1,Banglore,Caffe Mocha,150,84
01-Feb-23,B1,Banglore,Caffe Mocha,611,316
01-Mar-23,B1,Banglore,Caffe Mocha,382,154
01-Apr-23,B1,Banglore,Caffe Mocha,213,14
01-May-23,B1,Banglore,Caffe Mocha,141,-36
01-Jun-23,B1,Banglore,Caffe Mocha,68,-268
01-Jul-23,B1,Banglore,Caffe Mocha,245,148
01-Aug-23,B1,Banglore,Caffe Mocha,280,26
01-Sep-23,B1,Banglore,Caffe Mocha,48,17
01-Oct-23,B1,Banglore,Caffe Mocha,138,75
01-Nov-23,B1,Banglore,Caffe Mocha,168,59
01-Dec-23,B1,Banglore,Caffe Mocha,201,11
01-Jan-24,B1,Banglore,Caffe Mocha,101,-16
01-Feb-24,B1,Banglore,Caffe Mocha,201,109
01-Mar-24,B1,Banglore,Caffe Mocha,101,-16
01-Apr-24,B1,Banglore,Caffe Mocha,90,44
01-May-24,B1,Banglore,Caffe Mocha,50,16
01-Jun-24,B1,Banglore,Caffe Mocha,157,51
01-Jul-24,B1,Banglore,Caffe Mocha,125,53
01-Aug-24,B1,Banglore,Caffe Mocha,134,20
01-Sep-24,B1,Banglore,Caffe Mocha,201,119
01-Oct-24,B1,Banglore,Caffe Mocha,581,298
01-Nov-24,B1,Banglore,Caffe Mocha,362,145
01-Dec-24,B1,Banglore,Caffe Mocha,234,24
01-Jan-25,B1,Banglore,Caffe Mocha,136,-6
01-Feb-25,B1,Banglore,Caffe Mocha,65,-301
01-Mar-25,B1,Banglore,Caffe Mocha,259,157
01-Apr-25,B1,Banglore,Caffe Mocha,309,39
01-May-25,B1,Banglore,Caffe Mocha,50,16
01-Jun-25,B1,Banglore,Caffe Mocha,131,71
01-Jul-25,B1,Banglore,Caffe Mocha,164,62
01-Aug-25,B1,Banglore,Caffe Mocha,165,4
01-Sep-25,B1,Banglore,Caffe Mocha,111,-10
01-Oct-25,B1,Banglore,Caffe Mocha,185,96
01-Nov-25,B1,Banglore,Caffe Mocha,111,-10
01-Dec-25,B1,Banglore,Caffe Mocha,60,25
01-Jan-26,B1,Banglore,Caffe Mocha,48,15
01-Feb-26,B1,Banglore,Caffe Mocha,149,49
01-Mar-26,B1,Banglore,Caffe Mocha,119,52
01-Apr-26,B1,Banglore,Caffe Mocha,126,18
01-May-26,B1,Banglore,Caffe Mocha,211,125
01-Jun-26,B1,Banglore,Caffe Mocha,604,313
01-Jul-26,B1,Banglore,Caffe Mocha,346,140
01-Aug-26,B1,Banglore,Caffe Mocha,242,25
01-Sep-26,B1,Banglore,Caffe Mocha,133,-6
01-Oct-26,B1,Banglore,Caffe Mocha,67,-309
01-Nov-26,B1,Banglore,Caffe Mocha,227,135
01-Dec-26,B1,Banglore,Caffe Mocha,318,40
01-Jan-21,B2,Banglore,Caffe Mocha,44,13
01-Feb-21,B2,Banglore,Caffe Mocha,129,70
01-Mar-21,B2,Banglore,Caffe Mocha,165,61
01-Apr-21,B2,Banglore,Caffe Mocha,160,0
01-May-21,B2,Banglore,Caffe Mocha,114,-10
01-Jun-21,B2,Banglore,Caffe Mocha,178,93
01-Jul-21,B2,Banglore,Caffe Mocha,114,-10
01-Aug-21,B2,Banglore,Caffe Mocha,56,22
01-Sep-21,B2,Banglore,Caffe Mocha,48,15
01-Oct-21,B2,Banglore,Caffe Mocha,143,47
01-Nov-21,B2,Banglore,Caffe Mocha,117,50
01-Dec-21,B2,Banglore,Caffe Mocha,128,18
01-Jan-22,B2,Banglore,Caffe Mocha,211,125
01-Feb-22,B2,Banglore,Caffe Mocha,626,326
01-Mar-22,B2,Banglore,Caffe Mocha,346,138
01-Apr-22,B2,Banglore,Caffe Mocha,242,25
01-May-22,B2,Banglore,Caffe Mocha,125,-18
01-Jun-22,B2,Banglore,Caffe Mocha,70,-304
01-Jul-22,B2,Banglore,Caffe Mocha,238,142
01-Aug-22,B2,Banglore,Caffe Mocha,318,39
01-Sep-22,B2,Banglore,Caffe Mocha,46,15
01-Oct-22,B2,Banglore,Caffe Mocha,123,64
01-Nov-22,B2,Banglore,Caffe Mocha,161,58
01-Dec-22,B2,Banglore,Caffe Mocha,160,0
01-Jan-23,B2,Banglore,Caffe Mocha,114,-9
01-Feb-23,B2,Banglore,Caffe Mocha,142,67
01-Mar-23,B2,Banglore,Caffe Mocha,114,-9
01-Apr-23,B2,Banglore,Caffe Mocha,56,24
01-May-23,B2,Banglore,Caffe Mocha,50,16
01-Jun-23,B2,Banglore,Caffe Mocha,137,42
01-Jul-23,B2,Banglore,Caffe Mocha,127,55
01-Aug-23,B2,Banglore,Caffe Mocha,135,22
01-Sep-23,B2,Banglore,Caffe Mocha,208,121
01-Oct-23,B2,Banglore,Caffe Mocha,607,317
01-Nov-23,B2,Banglore,Caffe Mocha,295,116
01-Dec-23,B2,Banglore,Caffe Mocha,219,23
01-Jan-24,B2,Banglore,Caffe Mocha,113,-22
01-Feb-24,B2,Banglore,Caffe Mocha,68,-269
01-Mar-24,B2,Banglore,Caffe Mocha,254,155
01-Apr-24,B2,Banglore,Caffe Mocha,286,35
01-May-24,B2,Banglore,Caffe Mocha,49,17
01-Jun-24,B2,Banglore,Caffe Mocha,108,57
01-Jul-24,B2,Banglore,Caffe Mocha,168,65
01-Aug-24,B2,Banglore,Caffe Mocha,153,4
01-Sep-24,B2,Banglore,Caffe Mocha,103,-10
01-Oct-24,B2,Banglore,Caffe Mocha,129,61
01-Nov-24,B2,Banglore,Caffe Mocha,103,-10
01-Dec-24,B2,Banglore,Caffe Mocha,49,18
01-Jan-25,B2,Banglore,Caffe Mocha,49,18
01-Feb-25,B2,Banglore,Caffe Mocha,122,37
01-Mar-25,B2,Banglore,Caffe Mocha,110,50
01-Apr-25,B2,Banglore,Caffe Mocha,129,22
01-May-25,B2,Banglore,Caffe Mocha,228,137
01-Jun-25,B2,Banglore,Caffe Mocha,628,333
01-Jul-25,B2,Banglore,Caffe Mocha,295,115
01-Aug-25,B2,Banglore,Caffe Mocha,262,35
01-Sep-25,B2,Banglore,Caffe Mocha,110,-4
01-Oct-25,B2,Banglore,Caffe Mocha,71,-326
01-Nov-25,B2,Banglore,Caffe Mocha,274,166
01-Dec-25,B2,Banglore,Caffe Mocha,342,50
01-Jan-26,B2,Banglore,Caffe Mocha,53,21
01-Feb-26,B2,Banglore,Caffe Mocha,91,46
01-Mar-26,B2,Banglore,Caffe Mocha,175,69
01-Apr-26,B2,Banglore,Caffe Mocha,127,-3
01-May-26,B2,Banglore,Caffe Mocha,124,-6
01-Jun-26,B2,Banglore,Caffe Mocha,124,57
01-Jul-26,B2,Banglore,Caffe Mocha,124,-4
01-Aug-26,B2,Banglore,Caffe Mocha,44,14
01-Sep-26,B2,Banglore,Caffe Mocha,57,25
01-Oct-26,B2,Banglore,Caffe Mocha,117,33
01-Nov-26,B2,Banglore,Caffe Mocha,110,48
01-Dec-26,B2,Banglore,Caffe Mocha,132,25
01-Jan-21,H1,Hyderabad,Caffe Mocha,228,135
01-Feb-21,H1,Hyderabad,Caffe Mocha,672,357
01-Mar-21,H1,Hyderabad,Caffe Mocha,288,112
01-Apr-21,H1,Hyderabad,Caffe Mocha,294,44
01-May-21,H1,Hyderabad,Caffe Mocha,110,10
01-Jun-21,H1,Hyderabad,Caffe Mocha,76,-367
01-Jul-21,H1,Hyderabad,Caffe Mocha,254,155
01-Aug-21,H1,Hyderabad,Caffe Mocha,384,62
01-Sep-21,H1,Hyderabad,Caffe Mocha,49,18
01-Oct-21,H1,Hyderabad,Caffe Mocha,86,44
01-Nov-21,H1,Hyderabad,Caffe Mocha,187,77
01-Dec-21,H1,Hyderabad,Caffe Mocha,112,-7
01-Jan-22,H1,Hyderabad,Caffe Mocha,140,-1
01-Feb-22,H1,Hyderabad,Caffe Mocha,103,41
01-Mar-22,H1,Hyderabad,Caffe Mocha,140,-1
01-Apr-22,H1,Hyderabad,Caffe Mocha,44,12
01-May-22,H1,Hyderabad,Caffe Mocha,60,23
01-Jun-22,H1,Hyderabad,Caffe Mocha,109,28
01-Jul-22,H1,Hyderabad,Caffe Mocha,105,44
01-Aug-22,H1,Hyderabad,Caffe Mocha,132,25
01-Sep-22,H1,Hyderabad,Caffe Mocha,243,145
01-Oct-22,H1,Hyderabad,Caffe Mocha,681,362
01-Nov-22,H1,Hyderabad,Caffe Mocha,288,112
01-Dec-22,H1,Hyderabad,Caffe Mocha,314,48
01-Jan-23,H1,Hyderabad,Caffe Mocha,104,8
01-Feb-23,H1,Hyderabad,Caffe Mocha,77,-392
01-Mar-23,H1,Hyderabad,Caffe Mocha,298,184
01-Apr-23,H1,Hyderabad,Caffe Mocha,408,69
01-May-23,H1,Hyderabad,Caffe Mocha,57,25
01-Jun-23,H1,Hyderabad,Caffe Mocha,82,40
01-Jul-23,H1,Hyderabad,Caffe Mocha,224,97
01-Aug-23,H1,Hyderabad,Caffe Mocha,104,-11
01-Sep-23,H1,Hyderabad,Caffe Mocha,150,1
01-Oct-23,H1,Hyderabad,Caffe Mocha,125,57
01-Nov-23,H1,Hyderabad,Caffe Mocha,150,3
01-Dec-23,H1,Hyderabad,Caffe Mocha,41,14
01-Jan-24,H1,Hyderabad,Caffe Mocha,62,26
01-Feb-24,H1,Hyderabad,Caffe Mocha,107,26
01-Mar-24,H1,Hyderabad,Caffe Mocha,174,86
01-Apr-24,H1,Hyderabad,Caffe Mocha,139,28
01-May-24,H1,Hyderabad,Caffe Mocha,212,125
01-Jun-24,H1,Hyderabad,Caffe Mocha,628,326
01-Jul-24,H1,Hyderabad,Caffe Mocha,330,129
01-Aug-24,H1,Hyderabad,Caffe Mocha,238,25
01-Sep-24,H1,Hyderabad,Caffe Mocha,104,-46
01-Oct-24,H1,Hyderabad,Caffe Mocha,72,-292
01-Nov-24,H1,Hyderabad,Caffe Mocha,322,199
01-Dec-24,H1,Hyderabad,Caffe Mocha,309,39
01-Jan-25,H1,Hyderabad,Caffe Mocha,62,27
01-Feb-25,H1,Hyderabad,Caffe Mocha,115,61
01-Mar-25,H1,Hyderabad,Caffe Mocha,194,79
01-Apr-25,H1,Hyderabad,Caffe Mocha,159,3
01-May-25,H1,Hyderabad,Caffe Mocha,113,-10
01-Jun-25,H1,Hyderabad,Caffe Mocha,161,79
01-Jul-25,H1,Hyderabad,Caffe Mocha,113,-12
01-Aug-25,H1,Hyderabad,Caffe Mocha,53,19
01-Sep-25,H1,Hyderabad,Caffe Mocha,51,18
01-Oct-25,H1,Hyderabad,Caffe Mocha,133,42
01-Nov-25,H1,Hyderabad,Caffe Mocha,169,83
01-Dec-25,H1,Hyderabad,Caffe Mocha,159,34
01-Jan-26,H1,Hyderabad,Caffe Mocha,199,117
01-Feb-26,H1,Hyderabad,Caffe Mocha,637,332
01-Mar-26,H1,Hyderabad,Caffe Mocha,343,137
01-Apr-26,H1,Hyderabad,Caffe Mocha,245,27
01-May-26,H1,Hyderabad,Caffe Mocha,124,-16
01-Jun-26,H1,Hyderabad,Caffe Mocha,74,-300
01-Jul-26,H1,Hyderabad,Caffe Mocha,322,197
01-Aug-26,H1,Hyderabad,Caffe Mocha,318,40
01-Sep-26,H1,Hyderabad,Caffe Mocha,62,27
01-Oct-26,H1,Hyderabad,Caffe Mocha,106,53
01-Nov-26,H1,Hyderabad,Caffe Mocha,185,71
01-Dec-26,H1,Hyderabad,Caffe Mocha,153,1
01-Jan-21,M1,Mumbai,Chamomile,341,99
01-Feb-21,M1,Mumbai,Chamomile,219,95
01-Mar-21,M1,Mumbai,Chamomile,80,29
01-Apr-21,M1,Mumbai,Chamomile,110,34
01-May-21,M1,Mumbai,Chamomile,140,33
01-Jun-21,M1,Mumbai,Chamomile,234,102
01-Jul-21,M1,Mumbai,Chamomile,546,202
01-Aug-21,M1,Mumbai,Chamomile,90,-11
01-Sep-21,M1,Mumbai,Chamomile,180,70
01-Oct-21,M1,Mumbai,Chamomile,112,35
01-Nov-21,M1,Mumbai,Chamomile,45,11
01-Dec-21,M1,Mumbai,Chamomile,120,13
01-Jan-22,M1,Mumbai,Chamomile,250,16
01-Feb-22,M1,Mumbai,Chamomile,90,33
01-Mar-22,M1,Mumbai,Chamomile,93,21
01-Apr-22,M1,Mumbai,Chamomile,310,115
01-May-22,M1,Mumbai,Chamomile,340,99
01-Jun-22,M1,Mumbai,Chamomile,243,105
01-Jul-22,M1,Mumbai,Chamomile,56,17
01-Aug-22,M1,Mumbai,Chamomile,110,34
01-Sep-22,M1,Mumbai,Chamomile,140,33
01-Oct-22,M1,Mumbai,Chamomile,232,100
01-Nov-22,M1,Mumbai,Chamomile,545,201
01-Dec-22,M1,Mumbai,Chamomile,104,-8
01-Jan-23,M1,Mumbai,Chamomile,174,66
01-Feb-23,M1,Mumbai,Chamomile,112,35
01-Mar-23,M1,Mumbai,Chamomile,45,10
01-Apr-23,M1,Mumbai,Chamomile,118,11
01-May-23,M1,Mumbai,Chamomile,290,26
01-Jun-23,M1,Mumbai,Chamomile,81,28
01-Jul-23,M1,Mumbai,Chamomile,101,24
01-Aug-23,M1,Mumbai,Chamomile,325,121
01-Sep-23,M1,Mumbai,Chamomile,325,94
01-Oct-23,M1,Mumbai,Chamomile,213,91
01-Nov-23,M1,Mumbai,Chamomile,53,15
01-Dec-23,M1,Mumbai,Chamomile,112,35
01-Jan-24,M1,Mumbai,Chamomile,134,31
01-Feb-24,M1,Mumbai,Chamomile,234,101
01-Mar-24,M1,Mumbai,Chamomile,567,212
01-Apr-24,M1,Mumbai,Chamomile,107,-6
01-May-24,M1,Mumbai,Chamomile,167,63
01-Jun-24,M1,Mumbai,Chamomile,110,34
01-Jul-24,M1,Mumbai,Chamomile,45,10
01-Aug-24,M1,Mumbai,Chamomile,120,13
01-Sep-24,M1,Mumbai,Chamomile,298,27
01-Oct-24,M1,Mumbai,Chamomile,92,33
01-Nov-24,M1,Mumbai,Chamomile,107,28
01-Dec-24,M1,Mumbai,Chamomile,309,115
01-Jan-25,M1,Mumbai,Chamomile,325,94
01-Feb-25,M1,Mumbai,Chamomile,223,95
01-Mar-25,M1,Mumbai,Chamomile,53,16
01-Apr-25,M1,Mumbai,Chamomile,103,31
01-May-25,M1,Mumbai,Chamomile,129,28
01-Jun-25,M1,Mumbai,Chamomile,245,106
01-Jul-25,M1,Mumbai,Chamomile,587,220
01-Aug-25,M1,Mumbai,Chamomile,107,-6
01-Sep-25,M1,Mumbai,Chamomile,133,46
01-Oct-25,M1,Mumbai,Chamomile,119,38
01-Nov-25,M1,Mumbai,Chamomile,47,12
01-Dec-25,M1,Mumbai,Chamomile,127,15
01-Jan-26,M1,Mumbai,Chamomile,298,27
01-Feb-26,M1,Mumbai,Chamomile,87,31
01-Mar-26,M1,Mumbai,Chamomile,121,34
01-Apr-26,M1,Mumbai,Chamomile,292,106
01-May-26,M1,Mumbai,Chamomile,298,83
01-Jun-26,M1,Mumbai,Chamomile,256,112
01-Jul-26,M1,Mumbai,Chamomile,49,12
01-Aug-26,M1,Mumbai,Chamomile,110,35
01-Sep-26,M1,Mumbai,Chamomile,123,27
01-Oct-26,M1,Mumbai,Chamomile,256,111
01-Nov-26,M1,Mumbai,Chamomile,612,231
01-Dec-26,M1,Mumbai,Chamomile,104,-8
01-Jan-21,M2,Mumbai,Chamomile,130,45
01-Feb-21,M2,Mumbai,Chamomile,111,35
01-Mar-21,M2,Mumbai,Chamomile,49,12
01-Apr-21,M2,Mumbai,Chamomile,130,17
01-May-21,M2,Mumbai,Chamomile,289,25
01-Jun-21,M2,Mumbai,Chamomile,75,26
01-Jul-21,M2,Mumbai,Chamomile,125,34
01-Aug-21,M2,Mumbai,Chamomile,275,98
01-Sep-21,M2,Mumbai,Chamomile,298,83
01-Oct-21,M2,Mumbai,Chamomile,276,121
01-Nov-21,M2,Mumbai,Chamomile,44,9
01-Dec-21,M2,Mumbai,Chamomile,110,35
01-Jan-22,M2,Mumbai,Chamomile,118,24
01-Feb-22,M2,Mumbai,Chamomile,301,133
01-Mar-22,M2,Mumbai,Chamomile,634,241
01-Apr-22,M2,Mumbai,Chamomile,125,-4
01-May-22,M2,Mumbai,Chamomile,125,40
01-Jun-22,M2,Mumbai,Chamomile,111,36
01-Jul-22,M2,Mumbai,Chamomile,58,18
01-Aug-22,M2,Mumbai,Chamomile,133,19
01-Sep-22,M2,Mumbai,Chamomile,345,37
01-Oct-22,M2,Mumbai,Chamomile,69,22
01-Nov-22,M2,Mumbai,Chamomile,138,42
01-Dec-22,M2,Mumbai,Chamomile,232,79
01-Jan-23,M2,Mumbai,Chamomile,291,81
01-Feb-23,M2,Mumbai,Chamomile,256,111
01-Mar-23,M2,Mumbai,Chamomile,44,9
01-Apr-23,M2,Mumbai,Chamomile,115,36
01-May-23,M2,Mumbai,Chamomile,110,20
01-Jun-23,M2,Mumbai,Chamomile,312,139
01-Jul-23,M2,Mumbai,Chamomile,678,258
01-Aug-23,M2,Mumbai,Chamomile,141,-1
01-Sep-23,M2,Mumbai,Chamomile,104,29
01-Oct-23,M2,Mumbai,Chamomile,106,32
01-Nov-23,M2,Mumbai,Chamomile,61,17
01-Dec-23,M2,Mumbai,Chamomile,133,19
01-Jan-24,M2,Mumbai,Chamomile,387,45
01-Feb-24,M2,Mumbai,Chamomile,74,24
01-Mar-24,M2,Mumbai,Chamomile,151,48
